Name,Brand,Price,DiscountedPrice,Category,SubCategory,Quantity,Description,BreadCrumbs
Insight Mega Last Crayon Lipstick - A Godly Sin (23),Insight,240,113,Personal Care,Personal Care/Lip Care,1.3 gm,"OverviewInsight mega last crayon lipstick features a creamy, water-resistant formula that settles to an opaque matte finish within a few minutes. This lipstick features a two-in-one formula that combines intense pigments with a non-transferable formula that locks in colour and provides a comfortable wear all day. This pigment-rich lipstick delivers intense colour pay-off in just a single swipe. Get up to 8 hours of matte colour with Insight lip crayon. It is enriched with vitamin E oil for lip nourishment. Keep the tip ultra-precise with an in-built sharpener for ease in application. Available in rich and long-lasting colours.Key Features- Luxurious matte finish - Delivers rich colour in one stroke - Comes with built-in sharpener - Up to 8 hours wear- Cruelty-freeHow to Use- Apply the long-lasting lipstick in the centre of your upper lip and follow the contours of your mouth with the precise tip. - Fill : use the wider side of the crayon to fill in the lips, all in one swipe!About the BrandInsight is a revolutionary makeup brand from Mayuri Kumkum. The brand is known for its affordable, professional-quality makeup products, and offers a wide array of colour cosmetics for women who crave for sophisticated innovations in makeup and beauty.",Personal Care > Personal Care/Lip Care
Insight 24 Hrs Matte Lipstick - Oh Sh... (03),Insight,240,192,Personal Care,Personal Care/Lip Care,3 gm,"Product : Insight 24 Hrs Matte Lipstick - Oh Shit! (03): 3 gmsOverviewInsight mega last crayon lipstick features a creamy, water-resistant formula that settles to an opaque matte finish within a few minutes. This lipstick features a two-in-one formula that combines intense pigments with a non-transferable formula that locks in colour and provides a comfortable wear all day. This pigment-rich lipstick delivers intense colour pay-off in just a single swipe. Get up to 8 hours of matte colour with Insight lip crayon. It is enriched with vitamin E oil for lip nourishment. Keep the tip ultra-precise with an in-built sharpener for ease in application. Available in rich and long-lasting colours.Key Features- Long-Lasting & Intensely Pigmented Lipstick.- Enriched with Butters & Emollients like Vitamin E which ensures Moisturized Lips. - The Formula is Waterproof & Trans proof - The Lipstick has a very Lightweight Texture that feels absolutely comfortable.- Available in a range of Swanky ShadesHow to Use- Start at the centre of your upper lip and move outwards toward the corners.- Then apply the lipstick to the lower lip and allow it to sit for 2 minutes.- Avoid pressing your lips together before it sets.About the BrandInsight is a revolutionary makeup brand from Mayuri Kumkum. The brand is known for its affordable, professional-quality makeup products, and offers a wide array of colour cosmetics for women who crave for sophisticated innovations in makeup and beauty.",Personal Care > Personal Care/Lip Care
Insight Mega Last Crayon Lipstick - Returning Favours (21),Insight,240,113,Personal Care,Personal Care/Lip Care,1.3 gm,"OverviewInsight mega last crayon lipstick features a creamy, water-resistant formula that settles to an opaque matte finish within a few minutes. This lipstick features a two-in-one formula that combines intense pigments with a non-transferable formula that locks in colour and provides a comfortable wear all day. This pigment-rich lipstick delivers intense colour pay-off in just a single swipe. Get up to 8 hours of matte colour with Insight lip crayon. It is enriched with vitamin E oil for lip nourishment. Keep the tip ultra-precise with an in-built sharpener for ease in application. Available in rich and long-lasting colours.Key Features- Luxurious matte finish - Delivers rich colour in one stroke - Comes with built-in sharpener - Up to 8 hours wear- Cruelty-freeHow to Use- Apply the long-lasting lipstick in the centre of your upper lip and follow the contours of your mouth with the precise tip. - Fill : use the wider side of the crayon to fill in the lips, all in one swipe!About the BrandInsight is a revolutionary makeup brand from Mayuri Kumkum. The brand is known for its affordable, professional-quality makeup products, and offers a wide array of colour cosmetics for women who crave for sophisticated innovations in makeup and beauty.",Personal Care > Personal Care/Lip Care
Lakme Forever Matte  Liquid Lip Colour - Mauve Party,Lakme,295,195,Personal Care,Personal Care/Lip Care,5.6 ml,"Key Features- Intense matte colour that looks freshly applied for upto 16 hrs- Deeply pigmented and long lasting colour that just doesn&rsquo;t budge- Lightweight texture that is very comfortable on lips- Available in 20 lightweight matte shades - Get the intense matte that glides on easily and stays fresh forever- Forever Matte, Forever FreshHow to Use- Start by defining your Cupid's Bow to get perfectly designed lips. Then, move to the puter edges and get an intense look in one swipe.- Get the intense matte that glides on easily and stays forever freshAbout the BrandIntroducing the New Lakm&eacute; Forever Matte Lip Colours Range - Available in 20 Exciting shades! Designed by experts, these lip colours have an intense matte payoff that lasts long and looks freshly applied for up to 16 hours. These deeply pigmented shades provide your lips with long-lasting colours that just don&rsquo;t budge! Whilst the colours payoff is intense the texture is lightweight and very comfortable on the lips! Easy to apply, it glides on effortlessly and stays forever fresh! Try the liquid mattes in 20 vibrant shades and get bold lips that look freshly applied through the day! It comes with a specially designed wand to make the application precise and effortless and give you the best payoff possible!Dream, Pink Peach, Pink Glam, Nude Pink, Purple Pout, wine touch! Enjoy the New Lakm&eacute; Forever Matte Lip Colours Range!",Personal Care > Personal Care/Lip Care
Lakme Forever Matte Liquid Lip Colour - Mauve Ecstacy,Lakme,295,195,Personal Care,Personal Care/Lip Care,5.6 ml,"Key Features- Intense matte colour that looks freshly applied for upto 16 hrs- Deeply pigmented and long lasting colour that just doesn&rsquo;t budge- Lightweight texture that is very comfortable on lips- Available in 20 lightweight matte shades - Get the intense matte that glides on easily and stays fresh forever- Forever Matte, Forever FreshHow to Use- Start by defining your Cupid's Bow to get perfectly designed lips. Then, move to the puter edges and get an intense look in one swipe.- Get the intense matte that glides on easily and stays forever freshAbout the BrandIntroducing the New Lakm&eacute; Forever Matte Lip Colours Range - Available in 20 Exciting shades! Designed by experts, these lip colours have an intense matte payoff that lasts long and looks freshly applied for up to 16 hours. These deeply pigmented shades provide your lips with long-lasting colours that just don&rsquo;t budge! Whilst the colours payoff is intense the texture is lightweight and very comfortable on the lips! Easy to apply, it glides on effortlessly and stays forever fresh! Try the liquid mattes in 20 vibrant shades and get bold lips that look freshly applied through the day! It comes with a specially designed wand to make the application precise and effortless and give you the best payoff possible!Dream, Pink Peach, Pink Glam, Nude Pink, Purple Pout, wine touch! Enjoy the New Lakm&eacute; Forever Matte Lip Colours Range!",Personal Care > Personal Care/Lip Care
Lakme Forever Matte Liquid Lip Colour - Nude Twist,Lakme,295,195,Personal Care,Personal Care/Lip Care,5.6 ml,"Key Features- Intense matte colour that looks freshly applied for upto 16 hrs- Deeply pigmented and long lasting colour that just doesn&rsquo;t budge- Lightweight texture that is very comfortable on lips- Available in 20 lightweight matte shades - Get the intense matte that glides on easily and stays fresh forever- Forever Matte, Forever FreshHow to Use- Start by defining your Cupid's Bow to get perfectly designed lips. Then, move to the puter edges and get an intense look in one swipe.- Get the intense matte that glides on easily and stays forever freshAbout the BrandIntroducing the New Lakm&eacute; Forever Matte Lip Colours Range - Available in 20 Exciting shades! Designed by experts, these lip colours have an intense matte payoff that lasts long and looks freshly applied for up to 16 hours. These deeply pigmented shades provide your lips with long-lasting colours that just don&rsquo;t budge! Whilst the colours payoff is intense the texture is lightweight and very comfortable on the lips! Easy to apply, it glides on effortlessly and stays forever fresh! Try the liquid mattes in 20 vibrant shades and get bold lips that look freshly applied through the day! It comes with a specially designed wand to make the application precise and effortless and give you the best payoff possible!Dream, Pink Peach, Pink Glam, Nude Pink, Purple Pout, wine touch! Enjoy the New Lakm&eacute; Forever Matte Lip Colours Range!",Personal Care > Personal Care/Lip Care
Lakme 9to5 Primer + Matte Lipstick - Brick Blush,Lakme,525,262,Personal Care,Personal Care/Lip Care,3.6 gm,"Key Features- 14-hour intense matte for an unstoppable you- With 2X primer for a long-lasting, smooth matte finish- Comfortable on lips with an intense color payoff- Glides smoothly onto lips for easy and quick application- Available in 35 vibrant and stunning matte shades that compliment all skin tones- No touch-upsHow to UseStep 1 : Start at the centre of your upper lip Step 2 : Follow the contours of your lips carefully Step 3 : Glide it across your bottom lip for a flawless finishAbout the BrandAn unstoppable matte, for an unstoppable you! Introducing Lakm&eacute; 9to5 Primer+Matte Lipstick, with 2x built-in primer that gives your lips a long-lasting, smooth matte finish. It glides onto your lips smoothly and feels extremely comfortable and lightweight. The built-in primer ensures that the colours settle onto your lips evenly. With 14-hour long stay power, it is your perfect companion in conquering the day! Now say goodbye to touch-ups through the day, as this lipstick was made for the woman who doesn&rsquo;t stop! Available in 20 intensely rich, matte shades, your search for the perfect colours ends with Lakm&eacute; 9to5 Primer+Matte Lipstick. Choose from a wide range of nudes, pinks, reds, browns, and plums that deliver rich colours without drying out your lips. It glides on smoothly for a flawless matte finish and a vibrant colours payoff. Pair it with Lakm&eacute; 9to5 Primer+Matte Perfect Cover Foundation, Lakm&eacute; 9To5 Eye Colours Quartet Eye Shadow and Lakm&eacute; Eyeconic Kajal to flaunt your fabulous looks round the clock! Look good and feel unstoppable as you put on your makeup.",Personal Care > Personal Care/Lip Care
Lakme 9to5 Primer + Matte Lipstick - Scarlet Surge,Lakme,525,279,Personal Care,Personal Care/Lip Care,3.6 gm,"Key Features- 14-hour intense matte for an unstoppable you- With 2X primer for a long-lasting, smooth matte finish- Comfortable on lips with an intense color payoff- Glides smoothly onto lips for easy and quick application- Available in 35 vibrant and stunning matte shades that compliment all skin tones- No touch-upsHow to UseStep 1 : Start at the centre of your upper lip Step 2 : Follow the contours of your lips carefully Step 3 : Glide it across your bottom lip for a flawless finishAbout the BrandAn unstoppable matte, for an unstoppable you! Introducing Lakm&eacute; 9to5 Primer+Matte Lipstick, with 2x built-in primer that gives your lips a long-lasting, smooth matte finish. It glides onto your lips smoothly and feels extremely comfortable and lightweight. The built-in primer ensures that the colours settle onto your lips evenly. With 14-hour long stay power, it is your perfect companion in conquering the day! Now say goodbye to touch-ups through the day, as this lipstick was made for the woman who doesn&rsquo;t stop! Available in 20 intensely rich, matte shades, your search for the perfect colours ends with Lakm&eacute; 9to5 Primer+Matte Lipstick. Choose from a wide range of nudes, pinks, reds, browns, and plums that deliver rich colours without drying out your lips. It glides on smoothly for a flawless matte finish and a vibrant colours payoff. Pair it with Lakm&eacute; 9to5 Primer+Matte Perfect Cover Foundation, Lakm&eacute; 9To5 Eye Colours Quartet Eye Shadow and Lakm&eacute; Eyeconic Kajal to flaunt your fabulous looks round the clock! Look good and feel unstoppable as you put on your makeup.",Personal Care > Personal Care/Lip Care
Lakme Forever Matte Liquid Lip Colour - Wine Touch,Lakme,295,194,Personal Care,Personal Care/Lip Care,5.6 ml,"Key Features- Intense matte colour that looks freshly applied for upto 16 hrs- Deeply pigmented and long lasting colour that just doesn&rsquo;t budge- Lightweight texture that is very comfortable on lips- Available in 20 lightweight matte shades - Get the intense matte that glides on easily and stays fresh forever- Forever Matte, Forever FreshHow to Use- Start by defining your Cupid's Bow to get perfectly designed lips. Then, move to the puter edges and get an intense look in one swipe.- Get the intense matte that glides on easily and stays forever freshAbout the BrandIntroducing the New Lakm&eacute; Forever Matte Lip Colours Range - Available in 20 Exciting shades! Designed by experts, these lip colours have an intense matte payoff that lasts long and looks freshly applied for up to 16 hours. These deeply pigmented shades provide your lips with long-lasting colours that just don&rsquo;t budge! Whilst the colours payoff is intense the texture is lightweight and very comfortable on the lips! Easy to apply, it glides on effortlessly and stays forever fresh! Try the liquid mattes in 20 vibrant shades and get bold lips that look freshly applied through the day! It comes with a specially designed wand to make the application precise and effortless and give you the best payoff possible!Dream, Pink Peach, Pink Glam, Nude Pink, Purple Pout, wine touch! Enjoy the New Lakm&eacute; Forever Matte Lip Colours Range!",Personal Care > Personal Care/Lip Care
Maybelline New York Creamy Mattes Mesmerizing Magenta Lipstick,Maybelline,299,239,Personal Care,Personal Care/Lip Care,3.9 gm,"Overview The Maybelline Colour Sensational Creamy Mattes Lipstick has a unique, velvety matte cream formula that offers a non-drying & uncrackable finish that stays comfortably on your lips through the day. These hydrating Maybelline lipstick shades are infused with honey nectar to keep your lips moisturized all day long. The Colour Sensation lipsticks glide on your lips smoothly for a comfortable wear. The Colour Sensational Creamy Matte Lipsticks are available in 30+ pigmented shades, from subtle nudes to bold reds and everything in between. Pair the Colour Sensational Creamy Matte Lipstick with a nourishing Maybelline Lip Balm for colour and care!",Personal Care > Personal Care/Lip Care
Faces Canada Nail Enamel Remover Transparent,Faces Canada,99,75,Personal Care,Personal Care/Nail Care,30 ml,"Benefits- The Faces Canada Nail Enamel Remover has an acetone-free formula that keeps your nails safe and strong.- The Nail Enamel Remover easily removes old nail colour.- The Faces Canada Nail Enamel Remover comes in a travel-friendly bottle.About the BrandWith a Canadian heritage spanning over 40 years, Faces Canada offers an exclusive line of high-quality makeup and skincare products. For them, all beauty is about owning your individuality and wearing your looks with confidence. That&rsquo;s why their products are crafted to suit every ethnicity, skin type and tone, complexion and texture. Their products are also cruelty-free and hypoallergenic. Quality is one of their core values, which is why they strictly disapprove of animal testing, conform to the most stringent requirements and always use safe ingredients.Today, they&rsquo;re a globally acclaimed brand, available at attractive price points, offering a comprehensive range of products that can capture any look or style, from casual chic to go-getter glamorous and everything in between.",Personal Care > Personal Care/Nail Care
Faces Canada Instaremove Dip & Twist Nail Enamel Remover,Faces Canada,250,188,Personal Care,Personal Care/Nail Care,80 ml,"Benefits- The Faces Canada InstaRemove Dip & Twist Remover removes nail paints easily.- The InstaRemove Dip & Twist Remover is infused with natural ingredients and extracts to keep your nails fresh and nourished.- The Dip & Twist Remover is easy to use and carry.- The Faces Canada InstaRemove Dip & Twist Remover has an acetone-free and paraben-free formula.How to UseDip your finger into the opening in the sponge, rotate, and remove your finger.About the BrandWith a Canadian heritage spanning over 40 years, Faces Canada offers an exclusive line of high-quality makeup and skincare products. For them, all beauty is about owning your individuality and wearing your looks with confidence. That&rsquo;s why their products are crafted to suit every ethnicity, skin type and tone, complexion and texture. Their products are also cruelty-free and hypoallergenic. Quality is one of their core values, which is why they strictly disapprove of animal testing, conform to the most stringent requirements and always use safe ingredients.Today, they&rsquo;re a globally acclaimed brand, available at attractive price points, offering a comprehensive range of products that can capture any look or style, from casual chic to go-getter glamorous and everything in between.",Personal Care > Personal Care/Nail Care
Faces Canada Splash Nail Enamel - Floral Dream 56,Faces Canada,119,96,Personal Care,Personal Care/Nail Care,8 ml,"Benefits- Faces Canada Splash Nail Enamels are high performing enamel with a quick-drying and long-lasting formula.- Faces Canada Splash Nail Enamel have a chip defying formulation for a long-lasting smooth finish.- Faces Canada Nail Enamels are safe for the nails as they are free from any harmful plasticizers and are Toluene & DBP, Camphor and Formaldehyde free.How to Use- Shake well before use- Apply two coats of the nail enamel for best colour pay-offAbout the BrandWith a Canadian heritage spanning over 40 years, Faces Canada offers an exclusive line of high-quality makeup and skincare products. For them, all beauty is about owning your individuality and wearing your looks with confidence. That&rsquo;s why their products are crafted to suit every ethnicity, skin type and tone, complexion and texture. Their products are also cruelty-free and hypoallergenic. Quality is one of their core values, which is why they strictly disapprove of animal testing, conform to the most stringent requirements and always use safe ingredients.Today, they&rsquo;re a globally acclaimed brand, available at attractive price points, offering a comprehensive range of products that can capture any look or style, from casual chic to go-getter glamorous and everything in between.",Personal Care > Personal Care/Nail Care
Faces Canada Splash Nail Enamel - Iris 102,Faces Canada,119,96,Personal Care,Personal Care/Nail Care,8 ml,"Benefits- Faces Canada Splash Nail Enamels are high performing enamel with a quick-drying and long-lasting formula.- Faces Canada Splash Nail Enamel have a chip defying formulation for a long-lasting smooth finish.- Faces Canada Nail Enamels are safe for the nails as they are free from any harmful plasticizers and are Toluene & DBP, Camphor and Formaldehyde free.How to Use- Shake well before use- Apply two coats of the nail enamel for best colour pay-offAbout the BrandWith a Canadian heritage spanning over 40 years, Faces Canada offers an exclusive line of high-quality makeup and skincare products. For them, all beauty is about owning your individuality and wearing your looks with confidence. That&rsquo;s why their products are crafted to suit every ethnicity, skin type and tone, complexion and texture. Their products are also cruelty-free and hypoallergenic. Quality is one of their core values, which is why they strictly disapprove of animal testing, conform to the most stringent requirements and always use safe ingredients.Today, they&rsquo;re a globally acclaimed brand, available at attractive price points, offering a comprehensive range of products that can capture any look or style, from casual chic to go-getter glamorous and everything in between.",Personal Care > Personal Care/Nail Care
Lakme 9to5 Primer + Gloss Nail Colour - Pink Pace,Lakme,180,90,Personal Care,Personal Care/Nail Care,6 ml,"Key features & Benefits- Primer + gloss nail colour that dries quickly and lasts long, intense glossy shine, long-lasting nail colour.- Available in a wide range of 19 long-lasting colours, Also available Top Coat, Vibrant colours with an intense glossy shine.- Long-lasting colour that strengthens nails to keep colour fresher for longer- Intense glossy shine- Dries quickly- A range of vibrant colours- Zero yellowing of nails- Perfect for everyday useHow to UseShake Well. Apply two coats.About the BrandGet everyday perfect nails with Lakm&eacute;9to5 Primer + Gloss Nail Colour. Presenting the all new Lakm&eacute;9to5 Primer + Gloss Nail Colour range with colours that dry quickly, giving your nails a long lasting intense glossy shine. Now coat your nails with vibrant colour and an intense glossy shine that stays through your busy work days. Available in a wide range of 19 bright colours and 1 Top Coat that gives an added glossy finish. Colour for everyday use, the shades are simply a must-have! The Lakm&eacute; 9TO5 Primer + Gloss nail colour range will give you an everyday-perfect glossy look to your nails.To get perfect glossy nails, start by applying one coat of your desired nail colour. Wait between coats to get a smooth, dry layer. Apply the Top Coat to coat your nails with a glossy, chip-proof texture and give any nail colour a smooth, long-lasting glossy finish. You&rsquo;re now ready to go with everyday-perfect glossy nails.Disclaimer if anyFor external use only",Personal Care > Personal Care/Nail Care
Lakme 9to5 Primer + Gloss Nail Color - Mulberry Bush,Lakme,180,90,Personal Care,Personal Care/Nail Care,6 ml,"Key features & Benefits- Primer + gloss nail colour that dries quickly and lasts long, intense glossy shine, long-lasting nail colour.- Available in a wide range of 19 long-lasting colours, Also available Top Coat, Vibrant colours with an intense glossy shine.- Long-lasting colour that strengthens nails to keep colour fresher for longer- Intense glossy shine- Dries quickly- A range of vibrant colours- Zero yellowing of nails- Perfect for everyday useHow to UseShake Well. Apply two coats.About the BrandGet everyday perfect nails with Lakm&eacute;9to5 Primer + Gloss Nail Colour. Presenting the all new Lakm&eacute;9to5 Primer + Gloss Nail Colour range with colours that dry quickly, giving your nails a long lasting intense glossy shine. Now coat your nails with vibrant colour and an intense glossy shine that stays through your busy work days. Available in a wide range of 19 bright colours and 1 Top Coat that gives an added glossy finish. Colour for everyday use, the shades are simply a must-have! The Lakm&eacute; 9TO5 Primer + Gloss nail colour range will give you an everyday-perfect glossy look to your nails.To get perfect glossy nails, start by applying one coat of your desired nail colour. Wait between coats to get a smooth, dry layer. Apply the Top Coat to coat your nails with a glossy, chip-proof texture and give any nail colour a smooth, long-lasting glossy finish. You&rsquo;re now ready to go with everyday-perfect glossy nails.Disclaimer if anyFor external use only",Personal Care > Personal Care/Nail Care
Lakme 9to5 Primer + Gloss Nail Color -Teal Deal,Lakme,180,90,Personal Care,Personal Care/Nail Care,6 ml,"Key features & Benefits- Primer + gloss nail colour that dries quickly and lasts long, intense glossy shine, long-lasting nail colour.- Available in a wide range of 19 long-lasting colours, Also available Top Coat, Vibrant colours with an intense glossy shine.- Long-lasting colour that strengthens nails to keep colour fresher for longer- Intense glossy shine- Dries quickly- A range of vibrant colours- Zero yellowing of nails- Perfect for everyday useHow to UseShake Well. Apply two coats.About the BrandGet everyday perfect nails with Lakm&eacute;9to5 Primer + Gloss Nail Colour. Presenting the all new Lakm&eacute;9to5 Primer + Gloss Nail Colour range with colours that dry quickly, giving your nails a long lasting intense glossy shine. Now coat your nails with vibrant colour and an intense glossy shine that stays through your busy work days. Available in a wide range of 19 bright colours and 1 Top Coat that gives an added glossy finish. Colour for everyday use, the shades are simply a must-have! The Lakm&eacute; 9TO5 Primer + Gloss nail colour range will give you an everyday-perfect glossy look to your nails.To get perfect glossy nails, start by applying one coat of your desired nail colour. Wait between coats to get a smooth, dry layer. Apply the Top Coat to coat your nails with a glossy, chip-proof texture and give any nail colour a smooth, long-lasting glossy finish. You&rsquo;re now ready to go with everyday-perfect glossy nails.Disclaimer if anyFor external use only",Personal Care > Personal Care/Nail Care
Lakme 9to5 Primer + Gloss Nail Color - Caramel Case,Lakme,180,90,Personal Care,Personal Care/Nail Care,6 ml,"Key features & Benefits- Primer + gloss nail colour that dries quickly and lasts long, intense glossy shine, long-lasting nail colour.- Available in a wide range of 19 long-lasting colours, Also available Top Coat, Vibrant colours with an intense glossy shine.- Long-lasting colour that strengthens nails to keep colour fresher for longer- Intense glossy shine- Dries quickly- A range of vibrant colours- Zero yellowing of nails- Perfect for everyday useHow to UseShake Well. Apply two coats.About the BrandGet everyday perfect nails with Lakm&eacute;9to5 Primer + Gloss Nail Colour. Presenting the all new Lakm&eacute;9to5 Primer + Gloss Nail Colour range with colours that dry quickly, giving your nails a long lasting intense glossy shine. Now coat your nails with vibrant colour and an intense glossy shine that stays through your busy work days. Available in a wide range of 19 bright colours and 1 Top Coat that gives an added glossy finish. Colour for everyday use, the shades are simply a must-have! The Lakm&eacute; 9TO5 Primer + Gloss nail colour range will give you an everyday-perfect glossy look to your nails.To get perfect glossy nails, start by applying one coat of your desired nail colour. Wait between coats to get a smooth, dry layer. Apply the Top Coat to coat your nails with a glossy, chip-proof texture and give any nail colour a smooth, long-lasting glossy finish. You&rsquo;re now ready to go with everyday-perfect glossy nails.Disclaimer if anyFor external use only",Personal Care > Personal Care/Nail Care
Lakme 9to5 Primer + Gloss Nail Color - Ruby Rush,Lakme,180,90,Personal Care,Personal Care/Nail Care,6 ml,"Key features & Benefits- Primer + gloss nail colour that dries quickly and lasts long, intense glossy shine, long-lasting nail colour.- Available in a wide range of 19 long-lasting colours, Also available Top Coat, Vibrant colours with an intense glossy shine.- Long-lasting colour that strengthens nails to keep colour fresher for longer- Intense glossy shine- Dries quickly- A range of vibrant colours- Zero yellowing of nails- Perfect for everyday useHow to UseShake Well. Apply two coats.About the BrandGet everyday perfect nails with Lakm&eacute;9to5 Primer + Gloss Nail Colour. Presenting the all new Lakm&eacute;9to5 Primer + Gloss Nail Colour range with colours that dry quickly, giving your nails a long lasting intense glossy shine. Now coat your nails with vibrant colour and an intense glossy shine that stays through your busy work days. Available in a wide range of 19 bright colours and 1 Top Coat that gives an added glossy finish. Colour for everyday use, the shades are simply a must-have! The Lakm&eacute; 9TO5 Primer + Gloss nail colour range will give you an everyday-perfect glossy look to your nails.To get perfect glossy nails, start by applying one coat of your desired nail colour. Wait between coats to get a smooth, dry layer. Apply the Top Coat to coat your nails with a glossy, chip-proof texture and give any nail colour a smooth, long-lasting glossy finish. You&rsquo;re now ready to go with everyday-perfect glossy nails.Disclaimer if anyFor external use only",Personal Care > Personal Care/Nail Care
Lakme 9to5 Primer + Gloss Nail Color - Mustard Master,Lakme,180,88,Personal Care,Personal Care/Nail Care,6 ml,"Key features & Benefits- Primer + gloss nail colour that dries quickly and lasts long, intense glossy shine, long-lasting nail colour.- Available in a wide range of 19 long-lasting colours, Also available Top Coat, Vibrant colours with an intense glossy shine.- Long-lasting colour that strengthens nails to keep colour fresher for longer- Intense glossy shine- Dries quickly- A range of vibrant colours- Zero yellowing of nails- Perfect for everyday useHow to UseShake Well. Apply two coats.About the BrandGet everyday perfect nails with Lakm&eacute;9to5 Primer + Gloss Nail Colour. Presenting the all new Lakm&eacute;9to5 Primer + Gloss Nail Colour range with colours that dry quickly, giving your nails a long lasting intense glossy shine. Now coat your nails with vibrant colour and an intense glossy shine that stays through your busy work days. Available in a wide range of 19 bright colours and 1 Top Coat that gives an added glossy finish. Colour for everyday use, the shades are simply a must-have! The Lakm&eacute; 9TO5 Primer + Gloss nail colour range will give you an everyday-perfect glossy look to your nails.To get perfect glossy nails, start by applying one coat of your desired nail colour. Wait between coats to get a smooth, dry layer. Apply the Top Coat to coat your nails with a glossy, chip-proof texture and give any nail colour a smooth, long-lasting glossy finish. You&rsquo;re now ready to go with everyday-perfect glossy nails.Disclaimer if anyFor external use only",Personal Care > Personal Care/Nail Care
Faces Canada Splash Nail Enamel - Beach Rose 157,Faces Canada,119,95,Personal Care,Personal Care/Nail Care,8 ml,"Benefits- Faces Canada Splash Nail Enamels are high performing enamel with a quick-drying and long-lasting formula.- Faces Canada Splash Nail Enamel have a chip defying formulation for a long-lasting smooth finish.- Faces Canada Nail Enamels are safe for the nails as they are free from any harmful plasticizers and are Toluene & DBP, Camphor and Formaldehyde free.How to Use- Shake well before use- Apply two coats of the nail enamel for best colour pay-offAbout the BrandWith a Canadian heritage spanning over 40 years, Faces Canada offers an exclusive line of high-quality makeup and skincare products. For them, all beauty is about owning your individuality and wearing your looks with confidence. That&rsquo;s why their products are crafted to suit every ethnicity, skin type and tone, complexion and texture. Their products are also cruelty-free and hypoallergenic. Quality is one of their core values, which is why they strictly disapprove of animal testing, conform to the most stringent requirements and always use safe ingredients.Today, they&rsquo;re a globally acclaimed brand, available at attractive price points, offering a comprehensive range of products that can capture any look or style, from casual chic to go-getter glamorous and everything in between.",Personal Care > Personal Care/Nail Care
Faces Canada Splash Nail Enamel - Linty 45,Faces Canada,119,85,Personal Care,Personal Care/Nail Care,8 ml,"Benefits- Faces Canada Splash Nail Enamels are high performing enamel with a quick-drying and long-lasting formula.- Faces Canada Splash Nail Enamel have a chip defying formulation for a long-lasting smooth finish.- Faces Canada Nail Enamels are safe for the nails as they are free from any harmful plasticizers and are Toluene & DBP, Camphor and Formaldehyde free.How to Use- Shake well before use- Apply two coats of the nail enamel for best colour pay-offAbout the BrandWith a Canadian heritage spanning over 40 years, Faces Canada offers an exclusive line of high-quality makeup and skincare products. For them, all beauty is about owning your individuality and wearing your looks with confidence. That&rsquo;s why their products are crafted to suit every ethnicity, skin type and tone, complexion and texture. Their products are also cruelty-free and hypoallergenic. Quality is one of their core values, which is why they strictly disapprove of animal testing, conform to the most stringent requirements and always use safe ingredients.Today, they&rsquo;re a globally acclaimed brand, available at attractive price points, offering a comprehensive range of products that can capture any look or style, from casual chic to go-getter glamorous and everything in between.",Personal Care > Personal Care/Nail Care
Faces Canada Splash Nail Enamel - Purple Rain 19,Faces Canada,119,85,Personal Care,Personal Care/Nail Care,8 ml,"Benefits- Faces Canada Splash Nail Enamels are high performing enamel with a quick-drying and long-lasting formula.- Faces Canada Splash Nail Enamel have a chip defying formulation for a long-lasting smooth finish.- Faces Canada Nail Enamels are safe for the nails as they are free from any harmful plasticizers and are Toluene & DBP, Camphor and Formaldehyde free.How to Use- Shake well before use- Apply two coats of the nail enamel for best colour pay-offAbout the BrandWith a Canadian heritage spanning over 40 years, Faces Canada offers an exclusive line of high-quality makeup and skincare products. For them, all beauty is about owning your individuality and wearing your looks with confidence. That&rsquo;s why their products are crafted to suit every ethnicity, skin type and tone, complexion and texture. Their products are also cruelty-free and hypoallergenic. Quality is one of their core values, which is why they strictly disapprove of animal testing, conform to the most stringent requirements and always use safe ingredients.Today, they&rsquo;re a globally acclaimed brand, available at attractive price points, offering a comprehensive range of products that can capture any look or style, from casual chic to go-getter glamorous and everything in between.",Personal Care > Personal Care/Nail Care
Insight Nail Polish - Color 215,Insight,70,56,Personal Care,Personal Care/Nail Care,9 ml,"OverviewInsight Nail Polish is a highly pigmented, long-wearing pearl perfection nail lacquer that features a chip-resistant formula. It delivers a rich colour pay off in just two coats. Furthermore, its unique one-of-a-kind formula with UV filters prevents discolouration. It delivers a smooth, gorgeous coverage in one stroke and a stunning plumping effect with two coats. What's more? It is free from 5 toxins - Toluene, DBP, Formaldehyde, Formaldehyde Resin and Camphor.Key Features- Richly pigmented nail polish that delivers an excellent colour pay-off- Features a 5-free, long wearing, chip-resistant, and UV filtered formula - Comes with a special wide applicator for effortless end-to-end coverage - This product is cruelty-free and has not been tested on animalsHow to UseStart from the centre of the nail and move sideways. Although you are good to go in a single coat for added drama, you can use two coats.About the BrandInsight is a revolutionary makeup brand from Mayuri Kumkum. The brand is known for its affordable, professional-quality makeup products, and offers a wide array of colour cosmetics for women who crave for sophisticated innovations in makeup and beauty.",Personal Care > Personal Care/Nail Care
